,home_team_name,away_team_name,home_score,away_score,Matchweek,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H,HomePlayer1_Overall,AwayPlayer1_Overall,HomePlayer2_Overall,AwayPlayer2_Overall,HomePlayer3_Overall,AwayPlayer3_Overall,HomePlayer4_Overall,AwayPlayer4_Overall,HomePlayer5_Overall,AwayPlayer5_Overall,HomePlayer6_Overall,AwayPlayer6_Overall,HomePlayer7_Overall,AwayPlayer7_Overall,HomePlayer8_Overall,AwayPlayer8_Overall,HomePlayer9_Overall,AwayPlayer9_Overall,HomePlayer10_Overall,AwayPlayer10_Overall,HomePlayer11_Overall,AwayPlayer11_Overall
32,Celta Vigo,Barcelona,0,3,Matchweek 4,1.0,8.0,1.0,8.0,5.0,9.0,5.0,9.0,1.53,4.2,5.75,68,82,78,86,78,87,84,87,72,93,73,83,77,85,74,86,77,83,60,85,63,76
33,Valladolid,Eibar,1,2,Matchweek 5,-3.0,-3.0,-3.0,-3.0,2.0,1.0,2.0,1.0,3.4,3.0,2.35,75,81,72,70,70,76,77,75,66,78,79,73,69,72,69,78,77,70,73,74,78,59
34,Atlético Madrid,Villarreal,0,0,Matchweek 5,7.0,-1.0,7.0,-1.0,8.0,7.0,8.0,7.0,5.5,3.9,1.61,91,82,84,80,85,82,81,78,84,85,70,83,82,79,81,78,81,79,84,81,83,77
35,Real Sociedad,Getafe,3,0,Matchweek 5,2.0,2.0,2.0,2.0,5.0,7.0,5.0,7.0,3.5,3.1,2.25,80,82,76,82,83,74,80,79,84,75,71,81,79,77,80,80,86,79,75,80,63,76
36,Elche,Huesca,0,0,Matchweek 5,-7.0,-2.0,-7.0,-2.0,3.0,3.0,3.0,3.0,2.45,3.1,3.1,73,78,67,71,65,74,69,72,69,70,70,72,73,72,72,75,70,73,59,75,66,75
37,Valencia,Betis,0,2,Matchweek 5,2.0,-1.0,2.0,-1.0,7.0,6.0,7.0,6.0,2.6,3.2,2.8,77,76,72,80,79,83,81,82,79,78,72,79,83,77,69,80,80,74,80,76,76,78
38,Osasuna,Celta Vigo,2,0,Matchweek 5,-3.0,-2.0,-3.0,-2.0,3.0,5.0,3.0,5.0,2.75,3.1,2.7,76,68,70,78,76,77,77,78,69,76,73,84,79,73,74,77,73,74,74,77,73,63
39,Alavés,Athletic Club,1,0,Matchweek 5,-4.0,-3.0,-4.0,-3.0,1.0,3.0,1.0,3.0,2.37,2.9,3.3,82,80,77,78,78,80,75,77,76,81,76,77,74,79,73,72,75,83,77,81,74,80
40,Levante,Real Madrid,0,2,Matchweek 5,-1.0,4.0,-1.0,4.0,4.0,10.0,4.0,10.0,1.5,4.5,6.0,83,89,77,89,79,86,79,83,70,89,77,87,75,82,75,89,76,83,76,80,80,83
41,Cádiz,Granada,1,1,Matchweek 5,-1.0,0.0,-1.0,0.0,6.0,9.0,6.0,9.0,2.6,3.0,3.0,74,79,70,75,69,76,70,76,71,77,74,77,70,76,69,76,72,75,71,78,74,76
42,Barcelona,Sevilla,1,1,Matchweek 5,11.0,3.0,11.0,3.0,12.0,9.0,12.0,9.0,5.25,4.33,1.57,82,76,86,82,87,81,87,79,93,80,83,82,86,79,83,84,85,83,76,83,67,83
43,Granada,Sevilla,1,0,Matchweek 6,0.0,3.0,-2.0,5.0,10.0,10.0,10.0,10.0,1.9,3.4,4.2,79,76,75,77,76,81,76,79,77,82,76,79,77,84,76,80,77,83,78,76,76,83
44,Celta Vigo,Atlético Madrid,0,2,Matchweek 6,-4.0,7.0,-4.0,5.0,5.0,9.0,5.0,9.0,1.75,3.3,5.5,68,91,75,70,75,82,76,85,84,70,73,82,77,81,76,81,77,80,60,80,61,83
45,Real Madrid,Cádiz,0,1,Matchweek 6,6.0,-1.0,4.0,1.0,13.0,7.0,13.0,7.0,15.0,7.0,1.18,89,74,89,70,86,71,83,70,88,71,89,74,87,70,83,70,80,72,80,76,84,74
46,Getafe,Barcelona,1,0,Matchweek 6,-1.0,11.0,1.0,8.0,7.0,13.0,7.0,13.0,1.72,3.8,4.75,82,82,82,87,74,86,79,87,75,87,81,93,77,83,80,85,79,72,80,83,76,85
47,Eibar,Osasuna,0,0,Matchweek 6,-2.0,-1.0,-2.0,-3.0,4.0,6.0,4.0,6.0,3.0,3.0,2.6,81,76,70,76,76,77,75,69,72,73,78,79,77,74,70,73,75,74,74,77,58,73
48,Athletic Club,Levante,2,0,Matchweek 6,-4.0,-3.0,-2.0,-1.0,3.0,4.0,3.0,4.0,4.0,3.2,2.05,80,70,80,79,80,79,77,70,81,77,83,75,65,77,79,76,81,76,80,75,74,80
49,Villarreal,Valencia,2,1,Matchweek 6,-1.0,0.0,-1.0,-2.0,8.0,7.0,8.0,7.0,5.25,4.0,1.6,82,77,80,72,82,82,78,81,85,79,79,72,77,83,78,80,81,80,77,64,75,67
50,Huesca,Valladolid,2,2,Matchweek 6,-2.0,-4.0,-2.0,-4.0,4.0,2.0,4.0,2.0,3.8,2.9,2.25,78,75,74,72,74,74,72,77,70,76,75,78,72,69,73,77,75,73,65,78,75,75
51,Alavés,Elche,0,2,Matchweek 6,-3.0,-7.0,-2.0,-4.0,4.0,4.0,4.0,4.0,5.5,3.3,1.75,82,73,75,75,75,69,79,67,76,72,73,69,73,71,75,70,77,72,74,70,76,70
52,Betis,Real Sociedad,0,3,Matchweek 6,1.0,5.0,0.0,5.0,9.0,8.0,9.0,8.0,2.9,3.25,2.5,77,80,80,76,83,83,79,80,82,80,78,84,79,72,77,71,80,80,76,86,67,75
53,Elche,Valencia,2,1,Matchweek 7,-5.0,-1.0,0.0,-2.0,7.0,7.0,7.0,4.0,2.4,3.1,3.2,73,77,69,72,67,73,72,82,70,81,72,79,70,79,70,72,73,83,62,80,66,64
54,Barcelona,Real Madrid,1,3,Matchweek 7,10.0,5.0,6.0,3.0,13.0,13.0,10.0,10.0,3.6,3.6,2.0,82,89,87,89,86,86,87,83,93,88,83,89,85,82,72,89,86,83,85,80,76,83
55,Osasuna,Athletic Club,1,0,Matchweek 7,-1.0,-2.0,-2.0,1.0,7.0,6.0,4.0,6.0,2.4,2.9,3.25,76,80,76,80,69,80,76,77,77,81,78,83,73,65,79,79,73,81,74,80,77,74
56,Sevilla,Eibar,0,1,Matchweek 7,2.0,-2.0,2.0,-1.0,10.0,5.0,10.0,4.0,7.5,4.33,1.45,82,81,77,70,79,76,82,75,79,78,75,78,78,77,84,70,83,75,83,74,77,79
57,Atlético Madrid,Betis,2,0,Matchweek 7,9.0,-2.0,7.0,-5.0,12.0,9.0,9.0,6.0,6.5,3.8,1.55,91,77,82,77,85,80,70,83,82,82,81,78,82,80,81,77,84,74,80,76,83,79
58,Valladolid,Alavés,0,2,Matchweek 7,-4.0,-5.0,-2.0,-3.0,3.0,4.0,2.0,4.0,3.5,2.9,2.3,75,82,77,77,66,78,75,75,79,79,78,76,69,76,76,73,77,77,78,74,74,76
59,Cádiz,Villarreal,0,0,Matchweek 7,0.0,0.0,0.0,-1.0,10.0,11.0,10.0,10.0,2.1,3.3,3.6,74,82,70,80,71,82,70,78,71,79,74,78,70,75,70,81,72,80,76,77,74,75
60,Getafe,Granada,0,1,Matchweek 7,0.0,1.0,1.0,-2.0,10.0,13.0,10.0,10.0,5.0,3.1,1.85,82,79,82,75,74,77,79,76,75,73,81,76,77,77,80,76,79,75,80,78,76,76
61,Real Sociedad,Huesca,4,1,Matchweek 7,8.0,-2.0,8.0,0.0,11.0,5.0,10.0,4.0,6.0,3.75,1.57,80,78,76,74,83,74,80,68,84,72,73,70,69,72,71,75,86,75,75,65,63,75
62,Levante,Celta Vigo,1,1,Matchweek 7,-5.0,-6.0,-3.0,-7.0,4.0,5.0,4.0,4.0,3.0,3.25,2.37,83,68,76,75,72,78,77,76,79,84,70,73,75,77,77,76,76,77,75,60,80,61
63,Eibar,Cádiz,0,2,Matchweek 8,-1.0,0.0,1.0,2.0,8.0,11.0,7.0,8.0,3.3,2.75,2.55,81,74,70,70,76,71,75,70,78,71,78,74,77,70,70,70,75,72,74,76,79,74
64,Real Madrid,Huesca,4,1,Matchweek 8,7.0,-5.0,4.0,-3.0,16.0,5.0,12.0,4.0,9.0,5.25,1.33,89,78,80,74,89,74,88,70,89,68,87,75,82,72,83,73,89,75,83,75,80,63
65,Athletic Club,Sevilla,2,1,Matchweek 8,-3.0,1.0,-1.0,-1.0,6.0,10.0,6.0,7.0,2.6,3.0,3.0,80,76,67,82,80,79,80,80,81,82,65,79,79,78,83,84,81,83,80,83,65,83
66,Osasuna,Atlético Madrid,1,3,Matchweek 8,0.0,11.0,1.0,4.0,10.0,15.0,7.0,11.0,1.75,3.3,5.5,76,91,70,84,76,85,77,81,78,82,73,82,79,81,73,81,75,79,74,80,73,83
67,Alavés,Barcelona,1,1,Matchweek 8,-3.0,8.0,-1.0,0.0,7.0,13.0,7.0,7.0,1.44,4.75,6.5,82,82,77,86,78,87,75,87,76,93,74,83,74,85,73,86,77,83,74,85,76,76
68,Betis,Elche,3,1,Matchweek 8,-4.0,-4.0,-6.0,4.0,9.0,10.0,3.0,10.0,7.5,4.33,1.45,77,73,80,75,83,69,82,67,78,69,77,72,80,70,74,72,76,70,78,70,79,66
69,Celta Vigo,Real Sociedad,1,4,Matchweek 8,-6.0,11.0,-7.0,8.0,6.0,14.0,2.0,12.0,2.45,3.2,3.0,76,80,75,80,78,84,75,73,76,69,84,69,73,71,77,86,63,73,60,75,61,63
70,Granada,Levante,1,1,Matchweek 8,2.0,-5.0,4.0,-5.0,16.0,5.0,10.0,4.0,3.4,3.2,2.25,79,83,76,77,76,79,77,79,77,70,78,77,76,75,77,77,76,76,78,76,78,75
71,Valencia,Getafe,2,2,Matchweek 8,-2.0,-1.0,-3.0,0.0,7.0,10.0,4.0,7.0,2.45,3.1,3.1,77,82,72,82,82,74,79,75,83,75,69,81,77,77,80,80,74,79,80,80,64,76
72,Villarreal,Valladolid,2,0,Matchweek 8,0.0,-6.0,3.0,-4.0,12.0,3.0,8.0,2.0,5.5,4.0,1.61,82,81,80,72,82,73,78,74,83,75,79,76,77,79,78,78,81,73,77,75,75,74
73,Elche,Celta Vigo,1,1,Matchweek 9,-6.0,-9.0,1.0,-7.0,10.0,6.0,10.0,1.0,1.95,3.3,4.0,73,76,58,78,69,78,67,76,65,84,69,73,72,77,69,74,72,76,70,75,70,77
74,Huesca,Eibar,1,1,Matchweek 9,-8.0,-3.0,-6.0,0.0,5.0,8.0,3.0,7.0,3.6,3.3,2.05,78,81,71,70,74,76,68,75,72,76,70,78,72,77,73,70,75,75,72,74,75,79
75,Barcelona,Betis,5,2,Matchweek 9,8.0,-2.0,-3.0,-1.0,14.0,12.0,5.0,6.0,7.5,5.0,1.4,90,77,86,80,87,82,87,78,83,80,85,77,72,80,86,74,83,76,85,78,76,79
76,Sevilla,Osasuna,1,0,Matchweek 9,0.0,-2.0,-3.0,1.0,10.0,10.0,4.0,7.0,7.0,4.0,1.5,76,76,82,69,79,70,79,76,78,78,84,73,83,79,83,69,77,73,76,73,83,73
77,Atlético Madrid,Cádiz,4,0,Matchweek 9,13.0,2.0,6.0,3.0,18.0,14.0,11.0,11.0,10.0,4.2,1.4,91,74,84,70,85,71,81,71,84,74,70,70,82,70,81,72,81,75,80,76,83,74
78,Getafe,Villarreal,1,3,Matchweek 9,-1.0,2.0,-3.0,3.0,11.0,15.0,7.0,11.0,3.0,3.1,2.5,82,82,82,80,74,82,72,78,75,85,75,83,81,79,80,78,79,81,76,77,72,75
79,Real Sociedad,Granada,2,0,Matchweek 9,14.0,2.0,12.0,2.0,17.0,17.0,12.0,11.0,5.25,3.8,1.65,80,77,79,72,76,76,80,73,80,76,84,78,80,78,80,76,86,60,75,61,63,73
80,Valladolid,Athletic Club,2,1,Matchweek 9,-8.0,-2.0,-5.0,1.0,3.0,9.0,1.0,6.0,2.37,2.9,3.3,81,80,74,67,77,80,76,80,73,77,79,81,78,83,69,79,73,83,78,81,74,80
81,Levante,Alavés,1,1,Matchweek 9,-5.0,-3.0,-4.0,1.0,6.0,8.0,2.0,7.0,3.4,3.4,2.15,83,82,71,77,72,75,79,78,79,75,70,79,77,76,77,76,76,74,70,73,75,75
82,Valencia,Real Madrid,4,1,Matchweek 9,-2.0,10.0,-4.0,6.0,8.0,19.0,4.0,12.0,1.45,4.75,6.0,77,89,82,89,79,86,83,89,69,87,77,82,80,83,75,83,74,80,80,80,64,84
83,Osasuna,Huesca,1,1,Matchweek 10,-3.0,-8.0,-2.0,-6.0,10.0,6.0,7.0,3.0,3.25,3.0,2.4,76,78,69,71,70,74,76,68,77,72,78,70,77,72,73,73,79,75,69,72,74,75
84,Levante,Elche,1,1,Matchweek 10,-5.0,-6.0,-2.0,1.0,7.0,11.0,3.0,8.0,5.75,4.0,1.57,83,73,71,58,79,69,70,67,77,69,75,72,70,69,76,70,70,70,75,70,80,66
85,Villarreal,Real Madrid,1,1,Matchweek 10,4.0,7.0,5.0,1.0,18.0,19.0,11.0,9.0,2.25,3.8,2.87,82,89,80,86,82,86,78,83,85,88,83,88,77,87,79,80,78,83,77,83,75,77
86,Sevilla,Celta Vigo,4,2,Matchweek 10,1.0,-9.0,-2.0,-5.0,13.0,7.0,4.0,2.0,5.25,3.6,1.72,82,76,82,78,79,78,82,76,79,84,78,73,84,77,83,74,83,76,77,75,83,77
87,Atlético Madrid,Barcelona,1,0,Matchweek 10,17.0,11.0,10.0,0.0,21.0,17.0,13.0,5.0,2.37,3.5,2.9,91,90,84,86,85,87,81,85,84,93,82,83,82,85,81,72,82,86,80,83,83,85
88,Eibar,Getafe,0,0,Matchweek 10,-3.0,-3.0,-1.0,-2.0,9.0,11.0,8.0,4.0,2.35,3.0,3.4,81,82,72,82,76,72,78,79,76,75,72,81,77,77,70,80,79,80,75,76,79,72
89,Cádiz,Real Sociedad,0,1,Matchweek 10,-2.0,16.0,-1.0,11.0,14.0,20.0,8.0,15.0,1.85,3.8,4.0,74,80,70,79,71,79,69,76,71,80,71,84,74,80,71,72,74,79,69,80,76,86
90,Granada,Valladolid,1,3,Matchweek 10,0.0,-7.0,0.0,-3.0,17.0,6.0,8.0,4.0,3.8,3.2,2.1,79,81,75,74,76,77,76,76,77,73,78,79,74,78,76,69,77,73,78,78,78,74
91,Alavés,Valencia,2,2,Matchweek 10,-3.0,1.0,0.0,1.0,9.0,11.0,8.0,4.0,2.8,3.2,2.7,82,77,77,82,78,79,75,79,79,83,76,69,76,77,74,80,77,75,74,74,76,64
92,Athletic Club,Betis,4,0,Matchweek 10,-3.0,-5.0,1.0,-6.0,9.0,12.0,6.0,6.0,3.4,3.3,2.2,80,77,80,77,80,78,75,79,81,80,83,77,65,80,83,74,71,76,81,78,65,76
93,Valladolid,Levante,1,1,Matchweek 11,-5.0,-5.0,-1.0,0.0,9.0,8.0,7.0,4.0,2.8,3.3,2.55,81,63,74,71,77,77,76,79,73,70,79,77,78,75,69,77,73,76,78,75,74,80
94,Elche,Cádiz,1,1,Matchweek 11,-6.0,-3.0,-1.0,-3.0,12.0,14.0,8.0,7.0,2.45,3.0,3.2,73,74,58,70,69,71,67,69,69,71,72,74,69,71,73,70,70,74,59,69,66,76
95,Valencia,Atlético Madrid,0,1,Matchweek 11,1.0,18.0,2.0,9.0,12.0,24.0,5.0,15.0,1.72,3.8,4.75,77,91,73,84,82,85,81,84,79,82,69,81,80,81,75,82,74,81,80,80,64,83
96,Huesca,Sevilla,0,1,Matchweek 11,-8.0,3.0,-6.0,1.0,7.0,16.0,3.0,6.0,2.0,3.3,4.0,78,82,74,82,71,82,74,79,68,80,70,79,72,79,73,84,75,83,65,77,75,83
97,Real Madrid,Alavés,1,2,Matchweek 11,7.0,-3.0,2.0,2.0,20.0,10.0,7.0,6.0,9.0,5.25,1.33,89,82,86,77,83,78,88,75,88,79,87,76,82,76,83,74,89,77,80,74,77,76
98,Barcelona,Osasuna,4,0,Matchweek 11,10.0,-3.0,0.0,-2.0,17.0,11.0,4.0,5.0,11.0,6.0,1.25,90,76,87,76,87,70,76,77,93,78,83,73,85,79,72,69,86,74,85,73,69,73
99,Getafe,Athletic Club,1,1,Matchweek 11,-3.0,1.0,-3.0,3.0,12.0,12.0,5.0,9.0,2.8,2.9,2.8,82,80,82,80,72,80,79,75,79,81,81,83,77,65,80,83,80,71,76,81,72,65
100,Celta Vigo,Granada,3,1,Matchweek 11,-11.0,-2.0,-5.0,-3.0,7.0,17.0,2.0,7.0,3.75,3.5,2.0,76,79,78,75,75,76,78,77,76,76,84,78,73,76,77,76,76,75,75,78,77,78
101,Real Sociedad,Villarreal,1,1,Matchweek 11,17.0,4.0,9.0,4.0,23.0,19.0,15.0,11.0,3.4,3.6,2.1,80,82,79,80,76,82,80,78,80,85,84,83,73,77,72,79,73,78,75,79,64,75
102,Betis,Eibar,0,2,Matchweek 11,-9.0,-3.0,-7.0,-1.0,12.0,10.0,3.0,6.0,4.5,3.75,1.75,76,81,80,70,83,72,78,78,79,76,77,72,80,78,78,70,74,70,76,75,78,79
103,Athletic Club,Celta Vigo,0,2,Matchweek 12,1.0,-9.0,4.0,-3.0,13.0,10.0,7.0,5.0,3.8,3.25,2.05,80,76,78,78,80,75,75,78,81,76,83,84,65,73,83,77,71,76,81,75,65,77
104,Levante,Getafe,3,0,Matchweek 12,-5.0,-3.0,0.0,-2.0,9.0,13.0,5.0,3.0,2.55,3.1,2.9,83,82,77,82,77,74,75,72,77,79,75,79,70,75,76,81,70,77,75,80,75,76
105,Sevilla,Real Madrid,0,1,Matchweek 12,4.0,6.0,3.0,-1.0,19.0,20.0,9.0,7.0,2.7,3.5,2.5,76,89,82,86,79,83,80,88,82,89,79,87,79,89,84,80,77,80,83,83,83,79
106,Atlético Madrid,Valladolid,2,0,Matchweek 12,19.0,-5.0,8.0,1.0,27.0,10.0,15.0,7.0,9.5,4.33,1.4,91,81,84,70,70,74,82,66,81,76,81,73,81,78,84,69,79,74,80,78,83,74
107,Cádiz,Barcelona,2,1,Matchweek 12,-3.0,14.0,-3.0,6.0,15.0,20.0,5.0,7.0,1.36,5.0,8.5,74,90,70,87,71,87,69,87,74,76,69,93,70,83,71,85,70,86,74,85,76,69
108,Granada,Huesca,3,3,Matchweek 12,-4.0,-9.0,-6.0,-4.0,17.0,7.0,4.0,2.0,3.4,3.1,2.3,79,68,75,74,76,74,76,68,77,72,76,70,73,72,77,75,78,73,76,75,78,75
109,Osasuna,Betis,0,2,Matchweek 12,-7.0,-11.0,-7.0,-7.0,11.0,12.0,4.0,3.0,2.7,3.3,2.62,76,76,76,80,76,77,77,83,73,80,79,77,69,78,73,78,74,76,77,78,73,67
110,Villarreal,Elche,0,0,Matchweek 12,4.0,-6.0,4.0,-2.0,20.0,13.0,9.0,6.0,9.5,5.5,1.3,82,73,80,58,82,69,78,67,85,72,83,69,79,70,77,72,78,70,79,70,64,66
111,Alavés,Real Sociedad,0,0,Matchweek 12,-2.0,17.0,1.0,6.0,13.0,24.0,9.0,13.0,1.8,3.5,4.75,82,80,77,79,78,83,75,80,79,73,76,69,76,72,74,75,77,71,74,79,76,64
112,Eibar,Valencia,0,0,Matchweek 12,-1.0,0.0,0.0,2.0,13.0,12.0,8.0,5.0,3.1,3.1,2.45,81,77,70,73,72,74,75,82,76,81,72,79,78,80,77,75,70,74,75,80,79,64
113,Valladolid,Osasuna,3,2,Matchweek 13,-7.0,-9.0,1.0,-7.0,10.0,11.0,7.0,1.0,3.0,3.1,2.5,81,76,74,76,75,69,76,76,79,77,78,77,69,79,74,74,76,69,78,77,74,73
