,home_team_name,away_team_name,home_score,away_score,Matchweek,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H,HomePlayer1_Overall,AwayPlayer1_Overall,HomePlayer2_Overall,AwayPlayer2_Overall,HomePlayer3_Overall,AwayPlayer3_Overall,HomePlayer4_Overall,AwayPlayer4_Overall,HomePlayer5_Overall,AwayPlayer5_Overall,HomePlayer6_Overall,AwayPlayer6_Overall,HomePlayer7_Overall,AwayPlayer7_Overall,HomePlayer8_Overall,AwayPlayer8_Overall,HomePlayer9_Overall,AwayPlayer9_Overall,HomePlayer10_Overall,AwayPlayer10_Overall,HomePlayer11_Overall,AwayPlayer11_Overall
30,Mallorca,Athletic Club,0,0,Matchweek 4,-2.0,3.0,-2.0,3.0,3.0,7.0,3.0,7.0,2.3,3.1,3.4,70,73,70,80,75,80,75,74,69,82,72,82,69,77,73,81,72,79,74,78,71,80
31,Real Madrid,Levante,3,2,Matchweek 4,2.0,2.0,2.0,2.0,5.0,6.0,5.0,6.0,12.0,6.5,1.22,88,76,85,76,89,82,85,78,88,75,87,76,85,75,87,73,85,74,81,77,79,80
32,Leganés,Villarreal,0,3,Matchweek 4,-3.0,-1.0,-3.0,-1.0,0.0,2.0,0.0,2.0,3.2,3.1,2.45,69,82,76,79,74,83,79,73,75,81,70,82,74,65,76,78,76,69,76,73,73,73
33,Real Sociedad,Atlético Madrid,2,0,Matchweek 4,-1.0,3.0,-1.0,3.0,4.0,9.0,4.0,9.0,2.1,3.2,3.8,80,91,75,85,77,85,76,80,77,85,80,83,79,77,82,82,74,83,60,79,78,80
34,Barcelona,Valencia,5,2,Matchweek 4,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,7.0,4.75,1.44,90,83,82,82,88,83,89,81,84,86,85,81,89,80,87,80,85,83,67,75,86,83
35,Eibar,Espanyol,1,2,Matchweek 4,-2.0,-5.0,-2.0,-5.0,1.0,1.0,1.0,1.0,4.0,3.3,2.0,80,80,77,77,78,78,80,77,76,80,79,78,79,80,80,75,79,75,77,79,73,78
36,Alavés,Sevilla,0,1,Matchweek 4,1.0,3.0,1.0,3.0,5.0,7.0,5.0,7.0,2.0,3.2,4.2,82,81,76,77,75,78,79,83,77,82,77,82,74,79,76,78,76,77,75,78,75,81
37,Celta Vigo,Granada,0,2,Matchweek 4,-1.0,2.0,-1.0,2.0,4.0,4.0,4.0,4.0,4.33,3.6,1.83,76,71,78,73,78,76,75,73,85,75,79,73,75,69,72,74,74,68,80,72,77,75
38,Valladolid,Osasuna,1,1,Matchweek 4,-1.0,1.0,-1.0,1.0,4.0,5.0,4.0,5.0,3.75,3.1,2.15,81,70,73,72,76,69,77,73,77,73,75,75,73,73,74,72,77,74,74,70,68,68
39,Betis,Getafe,1,1,Matchweek 4,-3.0,-1.0,-3.0,-1.0,3.0,2.0,3.0,2.0,3.6,3.1,2.2,78,82,76,83,84,79,83,80,84,74,80,75,83,77,80,80,75,78,70,79,80,71
40,Osasuna,Betis,0,0,Matchweek 5,1.0,-3.0,1.0,-3.0,6.0,4.0,6.0,4.0,3.25,3.3,2.25,70,78,72,77,69,83,73,76,73,77,75,84,73,83,74,84,76,81,70,71,68,80
41,Villarreal,Valladolid,2,0,Matchweek 5,2.0,-1.0,2.0,-1.0,5.0,5.0,5.0,5.0,5.5,4.0,1.61,82,81,83,73,73,73,81,76,82,77,65,75,78,79,69,71,73,75,79,74,73,68
42,Levante,Eibar,0,0,Matchweek 5,1.0,-3.0,1.0,-3.0,6.0,1.0,6.0,1.0,3.1,3.4,2.3,76,80,77,77,82,75,78,78,76,76,75,79,73,79,74,80,77,79,75,77,80,73
43,Atlético Madrid,Celta Vigo,0,0,Matchweek 5,1.0,-3.0,1.0,-3.0,9.0,4.0,9.0,4.0,9.5,4.33,1.4,91,76,85,78,85,76,80,78,85,78,82,85,77,80,82,79,84,75,83,74,80,80
44,Granada,Barcelona,2,0,Matchweek 5,4.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0,1.3,5.5,10.0,71,90,73,82,76,88,73,86,72,89,66,85,73,89,74,82,68,85,72,79,75,67
45,Getafe,Mallorca,4,2,Matchweek 5,-1.0,-2.0,-1.0,-2.0,3.0,4.0,3.0,4.0,5.0,3.25,1.85,82,70,83,70,79,68,80,75,74,75,75,69,77,72,80,69,78,72,79,74,71,71
46,Espanyol,Real Sociedad,1,3,Matchweek 5,-4.0,1.0,-4.0,1.0,4.0,7.0,4.0,7.0,2.45,3.25,3.0,80,80,77,75,71,77,79,76,80,77,78,80,75,79,79,82,77,82,79,60,78,78
47,Valencia,Leganés,1,1,Matchweek 5,-2.0,-6.0,-2.0,-6.0,4.0,0.0,4.0,0.0,5.5,4.0,1.61,83,69,82,76,81,75,83,74,86,75,81,75,80,64,80,68,83,76,80,76,83,73
48,Athletic Club,Alavés,2,0,Matchweek 5,3.0,0.0,3.0,0.0,8.0,5.0,8.0,5.0,6.0,3.75,1.61,73,82,80,76,80,75,74,79,82,77,82,74,81,70,79,76,80,78,78,75,80,75
49,Sevilla,Real Madrid,0,1,Matchweek 5,4.0,3.0,4.0,3.0,10.0,8.0,10.0,8.0,2.45,3.8,2.62,81,88,77,85,78,89,83,85,82,91,82,88,79,87,81,85,77,87,78,85,81,80
50,Valladolid,Granada,1,1,Matchweek 6,-3.0,6.0,-4.0,6.0,5.0,10.0,5.0,10.0,3.3,3.3,2.25,81,71,76,72,77,69,75,74,79,73,73,66,70,73,76,74,75,72,77,72,68,75
51,Betis,Levante,3,1,Matchweek 6,-3.0,1.0,-2.0,2.0,5.0,7.0,5.0,7.0,3.8,3.6,1.95,78,76,83,76,83,77,84,76,83,77,80,75,80,82,80,75,81,75,75,78,80,80
52,Barcelona,Villarreal,2,1,Matchweek 6,3.0,4.0,4.0,4.0,7.0,8.0,7.0,8.0,9.0,5.75,1.3,90,82,82,83,88,73,89,81,84,82,89,78,94,76,85,69,89,73,82,79,79,69
53,Mallorca,Atlético Madrid,0,2,Matchweek 6,-4.0,1.0,-5.0,0.0,4.0,10.0,4.0,10.0,1.61,3.6,6.5,70,91,70,79,71,82,68,85,75,80,75,85,69,77,72,82,72,84,71,83,69,79
54,Leganés,Athletic Club,1,1,Matchweek 6,-6.0,5.0,-5.0,4.0,1.0,11.0,1.0,11.0,2.7,3.0,2.87,69,79,73,76,76,80,75,81,79,82,74,77,64,68,76,81,73,79,76,78,73,80
55,Valencia,Getafe,3,3,Matchweek 6,-2.0,1.0,-2.0,2.0,5.0,6.0,5.0,6.0,4.5,3.3,1.9,76,82,75,83,78,79,82,80,81,74,81,75,86,77,77,80,76,78,80,79,83,71
56,Real Madrid,Osasuna,2,0,Matchweek 6,4.0,1.0,2.0,0.0,11.0,7.0,11.0,7.0,13.0,7.0,1.2,87,70,81,76,89,72,85,73,88,72,87,76,77,74,81,68,83,72,80,65,79,68
57,Eibar,Sevilla,3,2,Matchweek 6,-3.0,3.0,-2.0,1.0,2.0,10.0,2.0,10.0,2.15,3.3,3.5,80,81,77,77,75,78,78,83,76,79,76,82,79,79,79,79,80,78,79,78,77,81
58,Celta Vigo,Espanyol,1,1,Matchweek 6,-3.0,-6.0,-1.0,-4.0,5.0,4.0,5.0,4.0,4.2,3.5,1.85,76,80,78,74,76,77,78,78,75,79,85,78,80,75,79,75,75,79,74,77,80,78
59,Real Sociedad,Alavés,3,0,Matchweek 6,3.0,-2.0,3.0,-3.0,10.0,5.0,10.0,5.0,5.5,4.0,1.6,76,82,77,75,77,74,80,77,79,77,82,72,82,76,69,75,70,75,60,66,78,74
60,Villarreal,Betis,5,1,Matchweek 7,3.0,-1.0,4.0,3.0,8.0,8.0,7.0,8.0,4.1,3.8,1.83,82,78,83,78,73,83,81,76,82,83,78,84,69,83,79,80,73,80,79,80,73,71
61,Athletic Club,Valencia,0,1,Matchweek 7,5.0,-2.0,4.0,-1.0,12.0,6.0,9.0,5.0,3.5,3.2,2.2,73,83,80,78,80,86,74,79,82,77,82,80,81,80,79,83,80,75,78,80,80,83
62,Getafe,Barcelona,0,2,Matchweek 7,1.0,4.0,2.0,2.0,7.0,10.0,7.0,10.0,1.85,3.4,4.33,82,90,83,88,77,89,80,84,79,89,74,85,75,89,77,82,78,85,79,79,71,67
63,Granada,Leganés,1,0,Matchweek 7,6.0,-6.0,7.0,-4.0,11.0,2.0,10.0,2.0,3.2,3.1,2.4,71,69,73,73,76,75,73,74,72,75,66,75,73,74,74,76,68,76,72,76,75,73
64,Atlético Madrid,Real Madrid,0,0,Matchweek 7,3.0,6.0,1.0,4.0,13.0,14.0,10.0,11.0,3.0,3.3,2.4,91,88,85,85,82,89,85,85,80,85,85,91,77,88,82,87,83,85,79,87,80,77
65,Espanyol,Valladolid,0,2,Matchweek 7,-6.0,-3.0,-4.0,-4.0,5.0,6.0,5.0,3.0,4.2,3.3,1.95,80,81,74,76,77,77,78,75,80,73,78,70,75,76,75,75,79,74,77,77,78,68
66,Eibar,Celta Vigo,2,0,Matchweek 7,-2.0,-3.0,-1.0,-2.0,5.0,6.0,5.0,6.0,3.25,3.3,2.25,80,76,77,78,75,76,76,78,76,78,79,85,79,79,74,75,79,74,79,80,77,77
67,Alavés,Mallorca,2,0,Matchweek 7,-5.0,-6.0,-6.0,-6.0,5.0,4.0,2.0,1.0,3.5,3.2,2.2,73,70,76,70,75,68,79,75,77,75,74,69,76,69,70,72,76,74,75,71,75,69
68,Levante,Osasuna,1,1,Matchweek 7,-1.0,-1.0,-1.0,-2.0,7.0,7.0,7.0,4.0,3.4,3.5,2.15,76,70,77,72,75,69,77,73,82,73,78,75,75,73,73,74,74,76,77,70,80,68
69,Sevilla,Real Sociedad,3,2,Matchweek 7,2.0,6.0,-1.0,5.0,10.0,13.0,7.0,12.0,4.5,3.5,1.85,81,80,77,75,78,77,83,76,76,77,82,82,82,82,79,79,78,76,77,60,81,78
70,Betis,Eibar,1,1,Matchweek 8,-5.0,0.0,-2.0,2.0,8.0,8.0,8.0,7.0,3.7,3.6,2.0,78,80,83,73,76,77,83,78,84,76,80,76,80,79,80,74,81,79,71,79,80,77
71,Leganés,Levante,1,2,Matchweek 8,-7.0,-1.0,-4.0,-3.0,2.0,8.0,2.0,5.0,3.8,3.5,2.0,69,76,76,77,74,77,79,77,75,82,74,78,64,75,68,75,76,73,76,74,73,80
72,Real Madrid,Granada,4,2,Matchweek 8,6.0,7.0,4.0,5.0,15.0,14.0,11.0,13.0,10.0,5.75,1.28,87,71,85,73,89,76,85,73,91,72,88,66,87,73,85,74,87,68,77,72,80,75
73,Valencia,Alavés,2,1,Matchweek 8,-1.0,-3.0,-2.0,-4.0,9.0,8.0,8.0,4.0,6.5,4.33,1.5,83,73,78,76,82,75,86,79,79,77,80,77,80,74,83,70,75,78,80,75,83,66
74,Osasuna,Villarreal,2,1,Matchweek 8,-1.0,7.0,-2.0,8.0,8.0,11.0,4.0,10.0,2.4,3.3,3.0,70,82,72,83,73,73,73,81,75,82,73,78,76,76,74,69,76,79,70,73,68,79
75,Mallorca,Espanyol,2,0,Matchweek 8,-8.0,-8.0,-6.0,-3.0,4.0,5.0,1.0,4.0,3.0,3.25,2.45,70,80,70,74,75,77,75,71,69,79,72,78,69,78,73,79,72,77,74,79,71,67
76,Celta Vigo,Athletic Club,1,0,Matchweek 8,-5.0,4.0,-4.0,1.0,6.0,12.0,3.0,8.0,2.87,3.0,2.7,76,73,78,80,76,80,78,82,78,82,85,81,80,73,79,78,75,78,74,80,80,74
77,Valladolid,Atlético Madrid,0,0,Matchweek 8,-1.0,3.0,0.0,0.0,9.0,14.0,5.0,8.0,1.72,3.5,5.5,81,91,76,85,77,82,75,85,70,80,76,85,75,83,74,77,77,82,74,83,68,80
78,Real Sociedad,Getafe,1,2,Matchweek 8,5.0,-1.0,6.0,0.0,13.0,7.0,9.0,6.0,4.33,3.4,1.9,80,82,75,83,77,79,77,80,80,74,79,75,82,80,82,78,69,77,60,79,78,71
79,Barcelona,Sevilla,4,0,Matchweek 8,6.0,3.0,4.0,0.0,13.0,13.0,10.0,7.0,7.0,4.2,1.5,90,81,82,77,88,78,71,78,84,83,89,82,94,82,84,79,82,78,85,77,84,81
80,Granada,Osasuna,1,0,Matchweek 9,5.0,0.0,1.0,-1.0,14.0,11.0,10.0,6.0,3.3,3.0,2.4,71,70,72,72,69,73,74,75,76,73,73,72,66,76,73,75,68,70,72,65,75,68
81,Eibar,Barcelona,0,3,Matchweek 9,0.0,10.0,3.0,5.0,9.0,16.0,8.0,12.0,1.5,4.5,6.0,80,90,75,89,78,84,80,89,76,94,79,85,79,89,74,87,80,82,80,85,77,86
82,Atlético Madrid,Valencia,1,1,Matchweek 9,3.0,0.0,2.0,2.0,15.0,12.0,6.0,8.0,6.0,3.75,1.57,91,83,85,78,79,82,82,81,85,86,80,79,85,80,83,80,84,75,83,80,80,83
83,Getafe,Leganés,2,0,Matchweek 9,0.0,-8.0,1.0,-2.0,10.0,2.0,8.0,2.0,5.25,3.1,1.85,82,77,83,76,79,75,80,74,74,79,73,75,75,74,77,76,80,74,78,64,71,76
84,Mallorca,Real Madrid,1,0,Matchweek 9,-6.0,8.0,-4.0,5.0,7.0,18.0,4.0,13.0,1.53,4.0,6.5,70,88,70,81,75,89,75,87,69,85,72,87,69,85,73,83,72,80,74,86,71,79
85,Alavés,Celta Vigo,2,0,Matchweek 9,-4.0,-4.0,-4.0,-1.0,8.0,9.0,3.0,5.0,2.62,3.0,2.9,82,76,76,78,79,78,74,78,77,85,74,80,70,79,76,72,78,73,75,74,75,80
86,Real Sociedad,Betis,3,1,Matchweek 9,4.0,-5.0,3.0,-2.0,13.0,9.0,9.0,6.0,4.33,3.9,1.75,76,78,75,77,76,83,80,84,79,83,82,84,82,80,69,80,60,80,78,75,69,80
87,Espanyol,Villarreal,0,1,Matchweek 9,-10.0,6.0,-6.0,4.0,5.0,11.0,4.0,9.0,2.37,3.3,3.0,80,82,74,83,77,73,78,81,80,82,78,78,78,79,75,76,79,73,77,79,63,73
88,Athletic Club,Valladolid,1,1,Matchweek 9,3.0,-1.0,0.0,0.0,12.0,10.0,5.0,6.0,6.5,3.4,1.66,73,81,80,76,80,77,74,77,82,75,82,70,77,76,81,74,78,77,80,74,74,68
89,Sevilla,Levante,1,0,Matchweek 9,-1.0,0.0,-5.0,-1.0,13.0,11.0,6.0,5.0,9.0,5.5,1.33,81,76,77,76,78,77,83,75,76,77,65,82,82,78,79,75,77,74,78,75,81,80
90,Villarreal,Alavés,4,1,Matchweek 10,7.0,-2.0,3.0,0.0,14.0,11.0,9.0,6.0,6.5,4.2,1.5,82,82,79,76,83,79,73,74,81,77,82,74,78,70,79,76,76,78,73,75,73,75
91,Leganés,Mallorca,1,0,Matchweek 10,-10.0,-5.0,-4.0,-1.0,2.0,10.0,2.0,6.0,4.75,3.4,1.8,77,70,76,70,74,75,79,75,75,69,75,72,74,69,76,73,64,72,76,74,73,71
92,Valladolid,Eibar,2,0,Matchweek 10,-1.0,-3.0,2.0,0.0,11.0,9.0,6.0,8.0,3.2,3.1,2.4,81,80,76,77,77,75,77,78,75,76,70,76,76,79,74,79,77,80,74,77,68,73
93,Atlético Madrid,Athletic Club,2,0,Matchweek 10,3.0,3.0,2.0,-2.0,16.0,13.0,7.0,5.0,5.75,3.5,1.7,91,73,82,76,85,80,85,74,83,82,82,82,83,77,77,81,84,79,80,78,80,80
94,Celta Vigo,Real Sociedad,0,1,Matchweek 10,-6.0,6.0,-3.0,3.0,9.0,16.0,5.0,9.0,2.45,3.25,3.0,76,76,78,75,76,77,78,76,85,80,79,79,75,82,74,82,80,60,77,78,74,69
95,Granada,Betis,1,0,Matchweek 10,6.0,-7.0,0.0,-4.0,17.0,9.0,10.0,5.0,3.0,3.2,2.45,71,78,72,77,73,78,74,76,72,84,66,84,73,80,68,80,72,81,75,71,75,80
96,Levante,Espanyol,0,1,Matchweek 10,-1.0,-11.0,-2.0,-5.0,11.0,5.0,5.0,1.0,3.5,3.5,2.1,76,80,77,74,75,77,77,78,82,77,78,80,76,78,75,75,73,79,78,77,80,63
97,Sevilla,Getafe,2,0,Matchweek 10,0.0,2.0,-3.0,1.0,16.0,13.0,6.0,10.0,6.0,3.3,1.72,81,82,77,79,78,80,83,74,76,73,65,75,82,73,79,77,77,80,78,78,81,71
98,Osasuna,Valencia,3,1,Matchweek 10,-1.0,0.0,-2.0,2.0,11.0,13.0,5.0,9.0,2.62,3.1,2.87,70,76,72,75,76,82,73,81,75,80,73,81,74,86,75,79,76,81,70,83,68,83
99,Alavés,Atlético Madrid,1,1,Matchweek 11,-5.0,5.0,0.0,2.0,11.0,19.0,6.0,9.0,1.65,3.5,6.0,82,91,76,79,79,85,74,82,77,83,74,77,70,80,76,82,78,84,75,83,75,80
100,Barcelona,Valladolid,5,1,Matchweek 11,13.0,1.0,9.0,4.0,20.0,14.0,13.0,9.0,17.0,9.5,1.12,90,81,82,73,88,73,89,76,89,77,94,75,85,75,87,74,85,77,84,74,86,74
101,Valencia,Sevilla,1,1,Matchweek 11,-2.0,2.0,0.0,0.0,13.0,19.0,8.0,9.0,2.5,3.4,2.8,83,81,82,77,80,83,86,76,81,65,76,82,80,79,80,79,75,78,80,78,83,81
102,Real Sociedad,Levante,1,2,Matchweek 11,7.0,-2.0,1.0,-1.0,19.0,11.0,9.0,4.0,6.5,4.5,1.5,76,76,77,77,76,78,79,82,82,78,70,75,74,73,60,74,78,77,73,75,69,80
103,Athletic Club,Espanyol,3,0,Matchweek 11,1.0,-10.0,-4.0,-4.0,13.0,8.0,2.0,4.0,4.5,3.25,1.9,73,80,80,77,80,78,74,80,82,78,82,75,77,75,81,79,79,77,78,67,80,63
104,Betis,Celta Vigo,2,1,Matchweek 11,-8.0,-7.0,-7.0,-4.0,9.0,9.0,4.0,4.0,3.75,3.5,2.0,78,76,78,78,83,76,84,78,83,75,84,85,80,80,80,79,71,73,80,74,60,80
105,Real Madrid,Leganés,5,0,Matchweek 11,7.0,-9.0,1.0,-3.0,19.0,5.0,8.0,4.0,12.0,6.0,1.25,88,69,85,76,89,75,85,74,91,75,88,74,87,74,85,70,87,73,77,76,76,73
106,Mallorca,Osasuna,2,2,Matchweek 11,-6.0,1.0,0.0,2.0,10.0,14.0,6.0,7.0,3.1,3.0,2.45,70,70,71,69,75,72,75,73,69,72,72,76,69,74,73,75,72,70,74,65,71,68
107,Eibar,Villarreal,2,1,Matchweek 11,-5.0,10.0,-3.0,7.0,9.0,17.0,7.0,9.0,2.5,3.5,2.62,80,82,77,79,78,83,80,73,76,78,79,76,79,80,74,69,79,79,79,73,77,69
108,Getafe,Granada,3,1,Matchweek 11,0.0,7.0,-1.0,1.0,13.0,20.0,7.0,10.0,4.33,3.3,1.9,82,71,83,72,79,69,80,73,79,69,74,76,75,74,77,73,78,72,79,72,71,75
109,Espanyol,Valencia,1,2,Matchweek 12,-13.0,-2.0,-5.0,-1.0,8.0,14.0,3.0,8.0,2.62,3.3,2.7,80,83,74,78,77,81,78,86,79,79,77,77,80,80,78,83,75,75,79,80,63,83
110,Levante,Barcelona,3,1,Matchweek 12,-1.0,17.0,0.0,11.0,14.0,23.0,7.0,13.0,1.3,5.75,9.0,76,90,77,82,78,88,82,84,78,89,75,94,73,85,74,89,77,82,75,85,80,84
111,Sevilla,Atlético Madrid,1,1,Matchweek 12,2.0,5.0,-1.0,2.0,20.0,20.0,10.0,7.0,3.3,3.2,2.3,81,91,77,82,83,85,76,85,82,83,77,82,82,83,79,77,78,84,81,80,77,80
112,Real Madrid,Betis,0,0,Matchweek 12,12.0,-7.0,6.0,-2.0,22.0,12.0,8.0,4.0,9.0,6.5,1.25,88,78,85,78,89,83,85,84,91,84,88,80,87,80,90,80,87,81,80,71,76,80
113,Valladolid,Mallorca,3,0,Matchweek 12,-3.0,-6.0,-2.0,2.0,14.0,11.0,8.0,7.0,4.0,3.3,2.0,81,73,73,70,76,71,77,69,77,75,75,75,70,72,76,73,74,72,74,71,68,69
